name,registration_code,vat,address,phone,email,website,manager,company_type,status,registration_date,share_capital,employees,activities,description,url
"Barysas ir ko, UAB",,,"K. Dulksnio g. 15A, Narsiečių k., Kauno r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/barysas_ir_ko/
"Buztransa, UAB",,,"Žirmūnų g. 1M-11, Vilnius",,,,,,,,,,logistics services; freight forwarding; transportation,,https://rekvizitai.vz.lt/en/company/buzztransa/
"Campergo, UAB",,,"Stasio Šilingo g. 63-1, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/campergo/
"Carentum, MB",,,"Parko g. 10A, LT-96324 Klaipėdos r",,,,,,,,,,cars; car rental; consulting services; transportation,,https://rekvizitai.vz.lt/en/company/carentum/
"Daiveža, UAB",,,"Liškiavos g. 5-6, LT-66281 Druskininkai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/daiveza/
"Danetra, UAB",,,"Paliūniškio g. 4, LT-35114 Panevėžys",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/danetra/
UAB DANS,,,"Krivių g. 5, LT-01204 Vilnius",,,,,,,,,,furniture (trade); transportation,,https://rekvizitai.vz.lt/en/company/dans/
"UAB ""DAR TRANS""",,,"Parko g. 43-21, LT-11228 Vilnius",,,,,,,,,,logistics services; transportation; warehouses,http://www.dartrans.lt/en/,https://rekvizitai.vz.lt/en/company/dar_trans/
"Darauda, UAB",,,"Vytauto g. 18-31, LT-66129 Druskininkai",,,,,,,,,,transportation; advertising services; car rental; logistics services,,https://rekvizitai.vz.lt/en/company/uab_darauda/
"Daščiuko transportas, MB",,,"Minijos g. 159-7, LT-93290 Klaipėda",,,,,,,,,,moving services; transportation,,https://rekvizitai.vz.lt/en/company/dasciuko_transportas/
UAB „Daugmina“,,,"Žardininkų g. 27-26, LT-94243 Klaipėda",,,,,,,,,,transportation; building services; logistics services,,https://rekvizitai.vz.lt/en/company/uab_daugmina/
"DEF Reklama, MB",,,"Sodų g. 19, Ylakiai, LT-98348 Skuodo r",,,,,,,,,,advertising services; building services; transportation,,https://rekvizitai.vz.lt/en/company/def_reklama/
"UAB ""Delog""",,,"Pramonės g. 97, Vilnius",,,,,,,,,,freight forwarding; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/delog/
"Demairas, MB",,,"Vakaro g. 2, Linonių k., LT-38399 Panevėžio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/demairas/
"Dimkonas, UAB",,,"Sprudeikos g. 140, LT-77222 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dimkonas/
"Dinestra, UAB",,,"Linų g. 28, Klevinės vs., Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/dinestra/
"Dolinera, UAB",,,"Lazdynų g. 6-42, Kretinga",,,,,,,,,,logistics services; freight forwarding; transportation; warehouses,,https://rekvizitai.vz.lt/en/company/dolinera/
"Domartos service, MB",,,"Pagėgių g. 26A-5, LT-48479 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/domartos_service/
"UAB ""Dori Darbai""",,,"A. Smetonos g. 6-24, LT-01115 Vilnius",,,,,,,,,,"pipework equipment, wastewater treatment; public utilities; transportation",,https://rekvizitai.vz.lt/en/company/uab_dori_darbai/
"Doruva, UAB",,,"J. Savickio g. 4-7, LT-01108 Vilnius",,,,,,,,,,transportation; freight forwarding; warehouses,,https://rekvizitai.vz.lt/en/company/doruva/
"DTK Road, UAB",,,"Dariaus ir Girėno g. 81, LT-02189 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/dtk_road/
"Du Danai, MB",,,"Mokyklos g. 3-6, Palonai, LT-82282 Radviliškio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/du_danai/
"Easting Group, UAB",,,"Keramikų g. 78, Vilnius",,,,,,,,,,"customs services, customs; logistics services; transportation",,https://rekvizitai.vz.lt/en/company/easting_group/
"Eco-Trans LT, UAB",,,"Vakario g. 16, Kampiškių k., LT-53303 Kauno r",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/eco_trans_lt/
"Egneda, MB",,,"Architektų g. 26-108, LT-78279 Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/egneda/
"Eituva, MB",,,"M. Valančiaus g. 29, LT-87378 Telšiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eituva/
"Elephant projektai, VšĮ",,,"Žuvėdrų g. 6, Rumšiškės, Kaišiadorių r",,,,,,,,,,sport organizations; auto services; transportation,,https://rekvizitai.vz.lt/en/company/elephant_projektai/
"Elfoksas, UAB",,,"Naugarduko g. 100-7 aukštas, LT-03160 Vilnius",,,,,,,,,,logistics services; consulting services; freight forwarding; transportation,,https://rekvizitai.vz.lt/en/company/elfoksas/
"Erafast LT, UAB",,,"Laisvės pr. 78B-214, LT-05263 Vilnius",,,,,,,,,,freight forwarding; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/erafast_lt/
"Euromotus, MB",,,"Dvaro g. 112, Vėlybniškių k., Vilniaus r",,,,,,,,,,transportation; freight forwarding; logistics services; warehouses,,https://rekvizitai.vz.lt/en/company/euromotus/
"Europe truck lines, UAB",,,"Sodo g. 10, Ažuožerių k., Anykščių r",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/europe_truck_lines/
"Euros transport, UAB",,,"Šilutės pl. 35G-36, LT-94105 Klaipėda",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/l_kampas/
"Eurotrekas, UAB",,,"Konstitucijos pr. 12, LT-09308 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/eurotrekas/
"FL Grupė, UAB",,,"Dubysos g. 25A, Klaipėda",,,,,,,,,,"customs services, customs; freight forwarding; logistics services; transportation",,https://rekvizitai.vz.lt/en/company/raw_grow_uab/
"Fortotrans, UAB",,,"Kauno g. 55, Vievis, Elektrėnai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/fortotrans/
"Freight Logistics Services, UAB",,,"Veiverių g. 9B-41, Vilnius",,,,,,,,,,transportation; export; freight forwarding; import,,https://rekvizitai.vz.lt/en/company/freight_logistics_services/
MB Galus,,,"Laisvės al. 110, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/galus/
"Getrana, UAB",,,"Kaniūkų kel. 47, Kaniūkų k., LT-64382 Alytaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_getrana/
"Gilmera Logistics, UAB",,,"Pušyno g. 6F, Alytaus k., LT-64101 Alytaus r",,,,,,,,,,logistics services; transportation; warehouses,,https://rekvizitai.vz.lt/en/company/spumarta/
UAB Global Route,,,"Kauno g. 51, Ukmergė",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_global_route/
"Goldema, UAB",,,"Šermukšnių g. 1, Laumėnų k., Kauno r",,,,,,,,,,transportation; car transportation,,https://rekvizitai.vz.lt/en/company/goldema/
"GP Transco LT, UAB",,,"Žalgirio g. 90-100, Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/islandijos_grupe/
"Graderita, MB",,,"Klonių 11-oji g. 19, Pakalniškių k., LT-13265 Vilniaus r",,,,,,,,,,"machinery, equipment, rental; agriculture, services; landscaping; transportation",,https://rekvizitai.vz.lt/en/company/graderita/
"Haigo, UAB",,,"Viršuliškių g. 19-5, Vilnius",,,,,,,,,,transportation; freight forwarding,,https://rekvizitai.vz.lt/en/company/haigo/
"Heavy bear, UAB",,,"Girulių g. 10, LT-12112 Vilnius",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/heavy_bear/
"Hessen Transporte, UAB",,,"Gedimino pr. 47A, LT-01110 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/hessen_transporte/
"HTR1, UAB",,,"Pramonės g. 2, Šalčininkai",,,,,,,,,,logistics services; cars; transportation,,https://rekvizitai.vz.lt/en/company/uab_nivtransa/
"IFS LT, UAB",,,"V. Kudirkos g. 84, Prienai",,,,,,,,,,transportation; freight forwarding,,https://rekvizitai.vz.lt/en/company/ifs_lt/
UAB IMEKA,,,"Konstitucijos pr. 6-201, LT-09308 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/imeka_logistic/
"Imloksa, UAB",,,"Kalnų g. 36, Varniškių k., LT-15141 Vilniaus r",,,,,,,,,,logistics services; freight forwarding; transportation; warehouses,,https://rekvizitai.vz.lt/en/company/imloksa/
"Inalva, UAB",,,"Saulės g. 23, Paparčių k., LT-54316 Kauno r",,,,,,,,,,logistics services; transportation; warehouses,,https://rekvizitai.vz.lt/en/company/inalva/
"Inpromus Transport, UAB",,,"Šiltnamių g. 4-5, Neveronių k., Kauno r",,,,,,,,,,transportation; car rental; passenger transport,,https://rekvizitai.vz.lt/en/company/inpromus_transport/
"Irgeka, UAB",,,"K. Donelaičio g. 64-1, Tauragė",,,,,,,,,,car transportation; transportation,"Irgeka, UAB is a young, enthusiastic and fast-developing transport logistics company, established at the end of 2017. Reliable transport company whose main activity is safe and prompt transportation of new and used cars across Europe.",https://rekvizitai.vz.lt/en/company/irgeka/
"UAB ""JBG logistic""",,,"Bažavos k. 1, Bažavos k., Alytaus r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/jbg_logistic/
"Jonkon, UAB",,,"Rudens g. 6, Baukštininkų k., LT-92402 Klaipėdos r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/jonkon/
"Jusigna, UAB",,,"Tiesos g. 6, Tauragė",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/jusigna/
"Kaj Madsen Kaunas, UAB",,,"Brastos g. 14, LT-47185 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/kaj_madsen_kaunas/
"Karento, MB",,,"Parko g. 8A-1, Vijūkai, LT-54306 Kauno r",,,,,,,,,,"machinery, equipment, rental; transportation",,https://rekvizitai.vz.lt/en/company/karento/
"UAB ""Keisarija""",,,"V. A. Graičiūno g. 32, LT-13250 Vilnius",,,,,,,,,,"transportation; customs services, customs; logistics services; warehouses",,https://rekvizitai.vz.lt/en/company/uab_keisarija/
"Kibas, UAB",,,"Įmonių g. 5D-3, LT-35101 Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/kibas/
"Kraalt, UAB",,,"Vytauto g. 66, Meškučių k., LT-68129 Marijampolė",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/kraalt/
"L. Balsevičienės transporto firma ""DONLINAS""",,,"Bistryčios g. 12-16, LT-10321 Vilnius",,,,,,,,,,freight forwarding; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/donlinas_l_balsevicienes_transporto_firma/
"Larauta, MB",,,"Stoties g. 18, Gustonių k., LT-38355 Panevėžio r",,,,,,,,,,cars; transportation,,https://rekvizitai.vz.lt/en/company/larauta/
"Letmetransa, UAB",,,"Pavasario g. 41-33, LT-89162 Mažeikiai",,,,,,,,,,transportation; logistics services; mediation,,https://rekvizitai.vz.lt/en/company/berto_transportas/
"UAB ""Likura""",,,"Vilų g. 36A-67, Neringa",,,,,,,,,,"transportation; buses, minibuses for rent; logistics services",,https://rekvizitai.vz.lt/en/company/uab_likura/
"Logerma, UAB",,,"Įsruties g. 6-23, Vilnius",,,,,,,,,,transportation; cars; logistics services; warehouses,,https://rekvizitai.vz.lt/en/company/logerma/
"Loginesa, UAB",,,"Vytenio g. 35-32, Vilnius",,,,,,,,,,transportation; car rental; moving services,,https://rekvizitai.vz.lt/en/company/loginesa/
"Logista group, UAB",,,"Jaunaties g. 16, LT-08456 Vilnius",,,,,,,,,,transportation; freight forwarding; logistics services; moving services,,https://rekvizitai.vz.lt/en/company/logista_group/
"UAB ""LOREM""",,,"V. Kudirkos g. 3, LT-66120 Druskininkai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/lorem/
"Lunatra, UAB",,,"Parko g. 1A, LT-14198 Vilniaus r",,,,,,,,,,freight forwarding; transportation,,https://rekvizitai.vz.lt/en/company/lunatra/
"Madolina, UAB",,,"Laisvės pr. 60-1107, LT-05120 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/madolina/
"Makrotransa, UAB",,,"Minijos g. 1, Priekulė, LT-96350 Klaipėdos r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/makrotransa/
"Mažas namas, UAB",,,"Gubojų g. 35, Saldenės k., LT-14186 Vilniaus r",,,,,,,,,,"building services; machinery, equipment, rental; transportation",,https://rekvizitai.vz.lt/en/company/mazas_namas_uab/
"MDT CARGO, UAB",,,"Perkūnkiemio g. 6-7 aukštas, LT-12130 Vilnius",,,,,,,,,,transportation; car rental; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/electronic_d/
"Minstata, UAB",,,"Serviso g. 26A, LT-92335 Klaipėda",,,,,,,,,,logistics services; building services; cars; transportation,,https://rekvizitai.vz.lt/en/company/minstata/
"Mislifa, UAB",,,"G. Sakalausko g. 8A, LT-82132 Radviliškis",,,,,,,,,,"transportation; labour exchange, employment",We are Mislifa: The Lithuanian company with over 400 temporary drivers posted in Germany. The most modern methods of project management. Fast growing team of professionals. We constantly periodically test skills of our employees. We have an individual approach to each customer and their needs. We operate to help...,https://rekvizitai.vz.lt/en/company/mislifa/
"Mk transport, MB",,,"Paliepių g. 19, Sujainių k., LT-60344 Raseinių r",,,,,,,,,,"transportation; machinery, equipment, rental",,https://rekvizitai.vz.lt/en/company/mk_transport/
"Motodina, UAB",,,"Užupio g. 15A, Mickūnai, LT-13114 Vilniaus r",,,,,,,,,,cars; auto services; car parts; transportation,,https://rekvizitai.vz.lt/en/company/motodina/
"NAIKA IR KO, UAB",,,"Pramonės g. 17A-6, LT-87101 Telšiai",,,,,,,,,,"passenger transport; buses, minibuses for rent; tourism, travels, services; transportation",,https://rekvizitai.vz.lt/en/company/naika_ir_ko/
"UAB ""Nautra""",,,"Užlieknių g. 2, Klugonų k., Šilutės r",,,,,,,,,,building services; building materials; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/nautra/
"Navitransa, UAB",,,"J. Dalinkevičiaus g. 2K, Naujoji Akmenė, LT-85118 Akmenės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/navitransa/
"Norgilė, UAB",,,"Elektrėnų g. 7, Kaunas",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/norgile/
"Norreta, MB",,,"Genių g. 5-74, LT-11207 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/norreta/
"Nukajus, UAB",,,"Šiaurės g. 8, Vilnius",,,,,,,,,,"car rental; buses, minibuses for rent; parking; transportation",Car hire company in Vilnius. Rent a car and vans.,https://rekvizitai.vz.lt/en/company/nukajus/
"Orlinga, UAB",,,"Lakštingalų g. 23, Domeikava, LT-54363 Kauno r",,,,,,,,,,transportation; furniture (trade); retail,,https://rekvizitai.vz.lt/en/company/uab_orlinga/
"Paletra, UAB",,,"Prienų g. 15, Patašinės k., Marijampolė",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/paletra/
"Paslaugus kurjeris, UAB",,,"Lelijų g. 23, Piliuonos k., Kauno r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/paslaugus_kurjeris/
"Pavojingi kroviniai, UAB",,,"J. Jasinskio g. 16F, Vilnius",,,,,,,,,,learning courses; labour safety; transportation,,https://rekvizitai.vz.lt/en/company/dgm_lt/
"Plantramsta, UAB",,,"Tilžės g. 99C, Gaidelių k., LT-99158 Šilutės r",,,,,,,,,,building services; building materials; transportation,,https://rekvizitai.vz.lt/en/company/plantramsta/
"Prime logistics center, UAB",,,"Ateities g. 25B, LT-06326 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/prime_logistics_center/
"Radota transport, MB",,,"Saulės g. 2, Lakštučių k., LT-70365 Vilkaviškio r",,,,,,,,,,transportation; car transportation,,https://rekvizitai.vz.lt/en/company/radota_transport/
"Rimtrans, UAB",,,"Ąžuolų g. 12, Jūrės k., LT-69446 Kazlų Rūda",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/rimtrans/
"Riweide, UAB",,,"Placio g. 74, Karklės k., Klaipėdos r",,,,,,,,,,logistics services; recruitment; transportation,,https://rekvizitai.vz.lt/en/company/riweide/
"RL Baltic, UAB",,,"Pagojuko g. 5, Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/rl_baltic/
"Roelofs Transport, UAB",,,"Jovarų g. 2-200, LT-47193 Kaunas",,,,,,,,,,transportation; warehouses,,https://rekvizitai.vz.lt/en/company/roelofs_transport/
"UAB ""Salniko""",,,"Draugų g. 13, Papiškių k., Vilniaus r",,,,,,,,,,building materials; transportation,,https://rekvizitai.vz.lt/en/company/salniko/
"Sanmark, UAB",,,"Pergalės g. 16, Sidabravas, Radviliškio r",,,,,,,,,,"building services; energetics, alternative energetics; transportation",,https://rekvizitai.vz.lt/en/company/uab_sanmark/
"Saudingos logistics, UAB",,,"Metalistų g. 6B, Šiauliai",,,,,,,,,,freight forwarding; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/finansera/
"Sėkmingas reisas, UAB",,,"Kalvarijų g. 112-22, LT-08211 Vilnius",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/sekmingas_reisas/
"Skandeka, UAB",,,"Pramonės g. 16, Panevėžys",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/skandeka/
"Savanorių asociacija ""Spindulys""",,,"Rasos g. 6-53, Kėdainiai",,,,,,,,,,"corporations, unions, committees, foundations; transportation",,https://rekvizitai.vz.lt/en/company/savanoriu_asociacija_spindulys/
"UAB ""STP-LT""",,,"Pramonės g. 5A, LT-59145 Prienai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/stp_lt/
"Strolita, UAB",,,"Nartelio g. 23, Netičkampio k., Marijampolė",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/strolita/
UAB Suridas,,,"Vytauto g. 80-63, Šiauliai",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/uab_suridas/
"Svarina, UAB",,,"Pramonės g. 12, LT-35291 Panevėžys",,,,,,,,,,logistics services; cars; transportation,,https://rekvizitai.vz.lt/en/company/svarina/
"Tevo Logistika, UAB",,,"Pakalnės g. 7C, LT-54356 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/d_maniusio_ii/
"UAB ""TOPTRANZ""",,,"Servečės g. 1, LT-02121 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/toptranz/
"TP GROUP, UAB",,,"Vilniaus g. 13C, LT-17120 Šalčininkai",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/tp_group/
"Tralas tech, MB",,,"Elnių g. 27, LT-08101 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/tralas_tech/
"Transadijus, UAB",,,"Karmėlavos g. 27, Neveronių k., Kauno r",,,,,,,,,,export; logistics services; other activities; transportation,,https://rekvizitai.vz.lt/en/company/paginis/
"Transakas, UAB",,,"Metalistų g. 6i, LT-78107 Šiauliai",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/transakas/
"Transemile, MB",,,"Kerbedlaukio k. 2, Kerbedlaukio k., Kelmės r",,,,,,,,,,"transportation; logistics services; truck sales, parts, service; wholesale",,https://rekvizitai.vz.lt/en/company/transemile/
"Transero, UAB",,,"Domaičių k. 1-6, Domaičių k., LT-99334 Šilutės r",,,,,,,,,,transportation; cars,,https://rekvizitai.vz.lt/en/company/transero/
